time[sec],count, PORT[0]C[mA], PORT[0]V[mV], PORT[1]C[mA], PORT[1]V[mV], PORT[2]C[mA], PORT[2]V[mV], PORT[3]C[mA], PORT[3]V[mV], PORT[4]C[mA], PORT[4]V[mV], PORT[5]C[mA], PORT[5]V[mV], PORT[6]C[mA], PORT[6]V[mV]
3.450928,4.350005,0,5152,0,124,0,104,-166,19928,0,132,0,100,0,108
3.458925,4.360005,0,5156,0,124,0,104,-154,19928,0,132,0,100,0,108
3.466913,4.370005,0,5152,0,124,0,108,-173,19920,0,132,0,100,0,108
3.474962,4.380005,0,5152,0,128,0,104,-153,19932,0,132,0,96,0,108
3.482958,4.390006,0,5152,0,128,0,104,-156,19924,0,132,0,96,0,108
3.490971,4.400006,0,5152,0,128,0,104,-188,19928,0,132,0,100,0,108
3.498976,4.410006,0,5152,0,124,0,104,-154,19920,0,132,0,100,0,108
3.507038,4.420006,0,5152,0,124,0,104,-182,19924,0,132,0,100,0,108
3.515033,4.430007,0,5152,0,128,0,104,-152,19928,0,132,0,100,0,108
3.523175,4.440007,0,5152,0,128,0,100,-162,19928,0,132,0,100,0,108
3.531228,4.450007,0,5152,0,124,0,104,-165,19924,0,132,0,100,0,104
3.539499,4.460007,0,5152,0,128,0,104,-207,19916,0,132,0,96,0,108
3.547540,4.470007,0,5152,0,128,0,104,-153,19928,0,132,0,100,0,108
3.555509,4.480008,0,5152,0,124,0,108,-155,19928,0,132,0,100,0,108
3.563532,4.490008,0,5156,0,128,0,104,-179,19924,0,132,0,96,0,108
3.571546,4.500008,0,5152,0,124,0,104,-155,19928,0,128,0,100,0,108
3.579586,4.510008,0,5152,0,128,0,104,-191,19920,0,132,0,96,0,108
3.587626,4.520009,0,5152,0,128,0,104,-157,19924,0,128,0,96,0,108
3.595581,4.530009,0,5156,0,124,0,100,-166,19916,0,136,0,92,0,108
3.603535,4.540009,0,5156,0,124,0,104,-156,19928,0,128,0,100,0,108
3.611464,4.550009,0,5148,0,128,0,104,-155,19924,0,128,0,96,0,108
3.619392,4.560009,0,5152,0,128,0,104,-187,19924,0,132,0,96,0,108
3.627467,4.570010,0,5152,0,128,0,104,-196,19920,0,132,0,96,0,108
3.635383,4.580010,0,5156,0,124,0,104,-160,19924,0,132,0,96,0,108
3.643313,4.590010,0,5152,0,124,0,104,-169,19920,0,128,0,100,0,108
3.651256,4.600010,0,5152,0,124,0,104,-171,19924,0,128,0,96,0,108
3.659220,4.610011,0,5152,0,124,0,104,-158,19920,0,128,0,100,0,108
3.667174,4.620011,0,5152,0,128,0,104,-238,19928,0,128,0,96,0,108
3.675233,4.630011,0,5156,0,128,0,104,-176,19920,0,132,0,100,0,104
3.683298,4.640011,0,5156,0,128,0,104,-188,19916,0,132,0,100,0,108
3.691226,4.650012,0,5156,0,124,0,104,-152,19928,0,132,0,100,0,108
3.699228,4.660012,0,5156,0,128,0,104,-162,19920,0,132,0,96,0,108
3.707204,4.670012,0,5152,0,128,0,104,-150,19928,0,128,0,100,0,108
3.715248,4.680012,0,5156,0,128,0,104,-156,19928,0,132,0,96,0,104
3.723230,4.690012,0,5152,0,124,0,104,-165,19924,0,132,0,96,0,108
3.731160,4.700013,0,5152,0,128,0,104,-153,19932,0,132,0,96,0,108
3.739133,4.710013,0,5152,0,128,0,104,-151,19924,0,132,0,96,0,108
3.747216,4.720013,0,5152,0,124,0,104,-151,19932,0,132,0,96,0,108
3.755173,4.730013,0,5152,0,124,0,104,-162,19920,0,128,0,96,0,104
3.763181,4.740014,0,5156,0,128,0,104,-192,19920,0,132,0,96,0,108
3.771130,4.750014,0,5152,0,128,0,104,-153,19928,0,128,0,100,0,108
3.779137,4.760014,0,5152,0,128,0,104,-154,19924,0,132,0,96,0,108
3.787008,4.770014,0,5152,0,128,0,104,-179,19924,0,128,0,100,0,104
3.794841,4.780015,0,5152,0,128,0,100,-151,19924,0,132,0,96,0,108
3.802739,4.790015,0,5152,0,124,0,104,-152,19932,0,128,0,96,0,108
3.810568,4.800015,0,5156,0,128,0,104,-151,19928,0,128,0,100,0,108
3.818532,4.810015,0,5156,0,124,0,104,-152,19932,0,132,0,96,0,108
3.826392,4.820015,0,5152,0,124,0,104,-154,19932,0,128,0,96,0,108
3.834206,4.830016,0,5152,0,124,0,104,-152,19932,0,132,0,96,0,104
3.842272,4.840016,0,5152,0,128,0,104,-152,19928,0,128,0,100,0,108
3.850364,4.850016,0,5152,0,128,0,104,-198,19916,0,132,0,96,0,108
3.858220,4.860016,0,5152,0,128,0,104,-175,19920,0,132,0,100,0,108
3.866242,4.870017,0,5152,0,128,0,104,-196,19932,0,132,0,96,0,108
3.874252,4.880017,0,5152,0,128,0,104,-156,19928,0,132,0,96,0,108
3.882192,4.890017,0,5152,0,128,0,100,-159,19924,0,128,0,96,0,108
3.890127,4.900017,0,5152,0,128,0,104,-161,19924,0,132,0,100,0,108
3.897996,4.910017,0,5148,0,128,0,104,-157,19924,0,128,0,104,0,104
3.905866,4.920018,0,5152,0,124,0,100,-150,19924,0,128,0,100,0,108
3.913730,4.930018,0,5152,0,128,0,104,-152,19932,0,132,0,100,0,104
3.921600,4.940018,0,5152,0,128,0,104,-152,19928,0,132,0,100,0,108
3.929467,4.950018,0,5152,0,128,0,108,-153,19924,0,132,0,100,0,108
3.937324,4.960019,0,5148,0,124,0,104,-152,19932,0,132,0,96,0,108
3.945284,4.970019,0,5152,0,128,0,104,-166,19928,0,128,0,100,0,108
3.953897,4.980019,0,5152,0,128,0,104,-167,19912,0,132,0,96,0,108
3.961907,4.990019,0,5152,0,128,0,104,-156,19932,0,132,0,100,0,104
