time[sec],count, PORT[0]C[mA], PORT[0]V[mV], PORT[1]C[mA], PORT[1]V[mV], PORT[2]C[mA], PORT[2]V[mV], PORT[3]C[mA], PORT[3]V[mV], PORT[4]C[mA], PORT[4]V[mV], PORT[5]C[mA], PORT[5]V[mV], PORT[6]C[mA], PORT[6]V[mV]
2.863825,3.259997,0,116,0,136,-304,19908,0,112,0,132,0,100,0,116
2.872575,3.269997,0,116,0,136,-310,19904,0,112,0,132,0,100,0,112
2.882043,3.279997,0,112,0,136,-321,19908,0,112,0,132,0,100,0,112
2.890767,3.289997,0,116,0,136,-292,19908,0,112,0,136,0,104,0,116
2.901257,3.299997,0,120,0,136,-308,19912,0,112,0,128,0,104,0,116
2.910339,3.309997,0,112,0,136,-302,19904,0,112,0,132,0,104,0,108
2.918885,3.319997,0,116,0,136,-308,19908,0,112,0,136,0,100,0,112
2.927787,3.329997,0,116,0,136,-309,19904,0,108,0,132,0,104,0,112
2.936318,3.339997,0,116,0,132,-284,19908,0,112,0,132,0,104,0,112
2.945149,3.349997,0,116,0,136,-308,19904,0,112,0,132,0,104,0,112
2.954014,3.359997,0,116,0,136,-311,19904,0,108,0,132,0,100,0,112
2.962921,3.369997,0,116,0,136,-298,19908,0,112,0,132,0,100,0,112
2.972063,3.379997,0,116,0,136,-303,19908,0,112,0,136,0,104,0,112
2.980834,3.389997,0,116,0,136,-300,19908,0,112,0,132,0,100,0,112
2.988937,3.399997,0,116,0,136,-290,19908,0,112,0,132,0,100,0,112
2.997760,3.409997,0,116,0,136,-301,19908,0,112,0,132,0,104,0,112
3.006429,3.419997,0,116,0,136,-308,19908,0,112,0,132,0,104,0,116
3.015059,3.429997,0,116,0,136,-309,19908,0,112,0,132,0,104,0,108
3.023565,3.439997,0,116,0,140,-311,19904,0,108,0,132,0,100,0,112
3.032255,3.449997,0,116,0,136,-309,19908,0,108,0,132,0,100,0,112
3.040795,3.459997,0,116,0,136,-315,19908,0,112,0,132,0,104,0,112
3.049377,3.469997,0,112,0,136,-315,19904,0,112,0,132,0,104,0,112
3.057826,3.479997,0,116,0,136,-316,19908,0,112,0,132,0,100,0,112
3.066481,3.489997,0,116,0,140,-312,19908,0,112,0,132,0,104,0,112
3.074965,3.499997,0,116,0,136,-312,19908,0,112,0,132,0,104,0,112
3.083731,3.509997,0,116,0,136,-320,19904,0,112,0,132,0,100,0,112
3.092497,3.519997,0,116,0,136,-317,19904,0,108,0,132,0,104,0,108
3.100774,3.529997,0,112,0,140,-303,19904,0,112,0,132,0,108,0,112
3.109626,3.539997,0,116,0,132,-315,19904,0,112,0,132,0,104,0,112
3.118064,3.549997,0,116,0,140,-324,19904,0,112,0,136,0,104,0,112
3.126475,3.559997,0,116,0,136,-317,19908,0,112,0,132,0,104,0,112
3.134910,3.569997,0,116,0,136,-312,19904,0,112,0,132,0,104,0,112
3.143162,3.579997,0,116,0,136,-294,19908,0,112,0,132,0,104,0,112
3.151709,3.589997,0,116,0,136,-311,19908,0,108,0,132,0,104,0,112
3.160086,3.599997,0,116,0,136,-302,19908,0,112,0,132,0,108,0,112
3.168494,3.609997,0,116,0,136,-321,19904,0,108,0,136,0,104,0,112
3.177294,3.619997,0,116,0,132,-322,19904,0,112,0,132,0,100,0,116
3.185787,3.629997,0,116,0,136,-316,19908,0,112,0,136,0,104,0,112
3.194281,3.639997,0,116,0,132,-308,19908,0,112,0,132,0,100,0,112
3.202783,3.649997,0,116,0,136,-322,19904,0,112,0,132,0,104,0,112
3.211110,3.659997,0,116,0,136,-296,19908,0,108,0,132,0,104,0,112
3.219503,3.669997,0,112,0,136,-320,19908,0,108,0,132,0,100,0,112
3.228055,3.679997,0,116,0,136,-321,19904,0,112,0,136,0,100,0,112
3.236691,3.689997,0,116,0,136,-317,19908,0,112,0,132,0,104,0,112
3.245087,3.699997,0,112,0,136,-317,19904,0,108,0,132,0,104,0,112
3.253548,3.709997,0,116,0,136,-305,19908,0,112,0,132,0,104,0,112
3.261995,3.719997,0,112,0,136,-305,19904,0,108,0,132,0,100,0,108
3.270602,3.729997,0,116,0,136,-327,19908,0,112,0,136,0,100,0,112
3.279216,3.739997,0,116,0,136,-320,19904,0,112,0,132,0,104,0,112
3.288435,3.749997,0,116,0,136,-304,19904,0,112,0,132,0,104,0,112
3.297634,3.759997,0,116,0,136,-311,19904,0,116,0,132,0,104,0,108
3.306895,3.769997,0,116,0,136,-322,19904,0,112,0,136,0,100,0,112
3.315930,3.779997,0,116,0,136,-305,19908,0,112,0,132,0,100,0,108
3.324473,3.789997,0,116,0,136,-317,19908,0,112,0,132,0,104,0,112
3.333241,3.799997,0,116,0,132,-311,19908,0,112,0,132,0,104,0,112
3.341696,3.809997,0,116,0,136,-323,19904,0,112,0,136,0,104,0,112
3.350305,3.819997,0,116,0,136,-314,19912,0,108,0,136,0,100,0,112
3.358849,3.829997,0,116,0,136,-323,19904,0,108,0,132,0,104,0,112
3.368019,3.839997,0,116,0,136,-308,19908,0,108,0,136,0,104,0,112
3.377102,3.849997,0,116,0,140,-309,19908,0,112,0,136,0,100,0,112
3.387587,3.859997,0,116,0,136,-301,19904,0,112,0,132,0,104,0,112
3.396877,3.869997,0,116,0,136,-304,19908,0,112,0,136,0,100,0,112
3.406027,3.879997,0,116,0,136,-336,19900,0,112,0,136,0,100,0,112
3.415105,3.889997,0,116,0,136,-345,19908,0,112,0,132,0,104,0,112
3.423723,3.899997,0,112,0,140,-369,19900,0,112,0,132,0,104,0,112
3.432360,3.909997,0,116,0,132,-323,19904,0,108,0,136,0,108,0,112
3.440810,3.919997,0,116,0,136,-317,19904,0,112,0,136,0,104,0,112
3.450042,3.929997,0,120,0,136,-312,19908,0,112,0,132,0,100,0,112
3.458754,3.939997,0,116,0,136,-308,19908,0,108,0,132,0,104,0,112
3.467102,3.949997,0,116,0,140,-297,19908,0,108,0,136,0,104,0,112
3.475394,3.959997,0,116,0,136,-290,19908,0,108,0,136,0,100,0,112
3.483821,3.969997,0,116,0,136,-315,19904,0,112,0,132,0,104,0,112
3.492099,3.979997,0,112,0,136,-325,19900,0,108,0,132,0,100,0,112
3.500464,3.989997,0,116,0,136,-322,19904,0,112,0,132,0,100,0,112
3.508974,3.999997,0,116,0,136,-327,19904,0,112,0,128,0,104,0,112
3.517320,4.009997,0,116,0,136,-322,19904,0,112,0,132,0,104,0,112
3.525677,4.019997,0,116,0,140,-319,19904,0,112,0,136,0,100,0,112
3.534011,4.029997,0,116,0,136,-327,19904,0,112,0,132,0,104,0,112
3.542263,4.039998,0,120,0,136,-323,19904,0,112,0,132,0,104,0,112
3.550599,4.049998,0,116,0,136,-322,19904,0,112,0,136,0,100,0,112
3.558854,4.059998,0,112,0,136,-326,19904,0,112,0,132,0,104,0,112
3.567259,4.069998,0,112,0,136,-319,19900,0,112,0,132,0,104,0,112
3.575633,4.079998,0,116,0,136,-322,19912,0,112,0,136,0,104,0,112
3.584093,4.089999,0,116,0,132,-316,19904,0,108,0,136,0,104,0,112
3.592537,4.099999,0,116,0,136,-323,19904,0,112,0,136,0,100,0,112
3.601328,4.109999,0,116,0,136,-317,19908,0,108,0,132,0,104,0,112
3.609893,4.119999,0,116,0,136,-322,19908,0,112,0,132,0,104,0,112
3.618340,4.130000,0,116,0,132,-314,19904,0,112,0,136,0,100,0,112
3.626836,4.140000,0,116,0,136,-319,19904,0,112,0,132,0,100,0,112
3.635298,4.150000,0,116,0,132,-325,19904,0,112,0,132,0,100,0,112
3.643913,4.160000,0,116,0,136,-288,19908,0,112,0,132,0,104,0,112
3.652716,4.170001,0,112,0,136,-273,19912,0,112,0,136,0,104,0,112
3.661398,4.180001,0,112,0,136,-277,19904,0,112,0,136,0,104,0,116
3.670138,4.190001,0,116,0,132,-305,19908,0,108,0,132,0,100,0,112
3.678642,4.200001,0,116,0,136,-288,19908,0,108,0,132,0,100,0,112
3.686846,4.210001,0,116,0,136,-272,19908,0,112,0,132,0,104,0,112
3.695134,4.220002,0,112,0,136,-280,19908,0,112,0,132,0,100,0,112
3.703811,4.230002,0,116,0,136,-300,19908,0,112,0,132,0,104,0,116
3.712376,4.240002,0,116,0,140,-285,19908,0,108,0,132,0,104,0,112
3.720516,4.250002,0,116,0,136,-278,19908,0,112,0,132,0,100,0,112
3.729588,4.260003,0,116,0,136,-284,19912,0,112,0,132,0,104,0,116
3.738879,4.270003,0,116,0,136,-314,19908,0,112,0,132,0,104,0,112
3.747897,4.280003,0,116,0,136,-299,19908,0,108,0,132,0,100,0,112
3.757097,4.290003,0,112,0,136,-314,19904,0,108,0,132,0,100,0,112
3.765678,4.300004,0,116,0,136,-300,19912,0,108,0,132,0,100,0,112
3.774426,4.310004,0,116,0,140,-284,19908,0,112,0,132,0,104,0,112
3.783233,4.320004,0,116,0,132,-303,19908,0,112,0,136,0,104,0,112
3.791940,4.330004,0,116,0,136,-276,19912,0,108,0,132,0,104,0,112
3.800496,4.340004,0,116,0,136,-289,19908,0,108,0,132,0,104,0,108
3.809242,4.350005,0,120,0,136,-345,19904,0,112,0,132,0,104,0,112
3.817920,4.360005,0,116,0,136,-345,19908,0,112,0,136,0,100,0,112
3.826407,4.370005,0,112,0,132,-308,19908,0,116,0,132,0,104,0,112
3.835489,4.380005,0,116,0,136,-304,19904,0,112,0,136,0,104,0,112
3.844238,4.390006,0,116,0,136,-337,19908,0,112,0,132,0,104,0,112
3.852920,4.400006,0,116,0,136,-315,19908,0,112,0,132,0,104,0,112
3.861763,4.410006,0,116,0,136,-295,19908,0,112,0,132,0,104,0,112
3.870241,4.420006,0,116,0,136,-268,19916,0,108,0,136,0,104,0,112
3.878769,4.430007,0,116,0,136,-318,19912,0,112,0,132,0,100,0,112
3.887066,4.440007,0,116,0,136,-276,19916,0,112,0,132,0,104,0,112
3.895837,4.450007,0,116,0,140,-310,19904,0,108,0,132,0,100,0,112
3.904574,4.460007,0,116,0,136,-322,19908,0,112,0,132,0,104,0,108
3.913748,4.470007,0,116,0,136,-311,19908,0,112,0,136,0,100,0,112
3.922946,4.480008,0,112,0,136,-318,19904,0,112,0,132,0,104,0,112
3.932044,4.490008,0,112,0,136,-314,19904,0,108,0,132,0,100,0,112
3.940961,4.500008,0,112,0,132,-327,19908,0,112,0,136,0,100,0,112
3.949976,4.510008,0,116,0,136,-327,19904,0,112,0,132,0,104,0,112
3.958869,4.520009,0,116,0,132,-332,19904,0,112,0,132,0,104,0,112
3.967895,4.530009,0,112,0,136,-305,19904,0,112,0,136,0,104,0,112
3.977346,4.540009,0,116,0,132,-313,19908,0,112,0,132,0,104,0,112
3.986456,4.550009,0,116,0,136,-306,19908,0,112,0,132,0,100,0,112
3.995180,4.560009,0,116,0,136,-316,19908,0,112,0,132,0,104,0,112
4.003712,4.570010,0,112,0,136,-303,19908,0,112,0,132,0,104,0,112
4.012476,4.580010,0,116,0,136,-319,19904,0,112,0,136,0,104,0,112
4.021354,4.590010,0,116,0,132,-312,19904,0,112,0,132,0,100,0,116
4.030248,4.600010,0,116,0,136,-324,19904,0,112,0,132,0,104,0,112
4.039170,4.610011,0,120,0,136,-320,19908,0,112,0,132,0,104,0,112
4.049011,4.620011,0,116,0,136,-310,19904,0,108,0,136,0,100,0,112
4.058376,4.630011,0,116,0,136,-340,19904,0,112,0,132,0,100,0,112
4.067190,4.640011,0,112,0,136,-324,19904,0,112,0,132,0,104,0,112
4.076095,4.650012,0,116,0,136,-332,19908,0,112,0,132,0,104,0,108
4.085084,4.660012,0,116,0,136,-324,19904,0,112,0,136,0,100,0,112
4.094115,4.670012,0,116,0,136,-318,19904,0,108,0,132,0,104,0,112
4.103040,4.680012,0,116,0,132,-328,19904,0,108,0,132,0,100,0,112
4.112106,4.690012,0,116,0,136,-369,19900,0,112,0,132,0,104,0,108
4.120575,4.700013,0,116,0,140,-307,19904,0,108,0,136,0,104,0,112
4.129398,4.710013,0,112,0,136,-314,19908,0,108,0,136,0,104,0,112
4.138405,4.720013,0,112,0,140,-346,19908,0,108,0,132,0,104,0,112
4.147664,4.730013,0,116,0,136,-317,19908,0,108,0,136,0,104,0,108
4.156627,4.740014,0,116,0,136,-301,19908,0,112,0,132,0,104,0,108
4.165600,4.750014,0,112,0,136,-302,19908,0,112,0,136,0,108,0,112
4.173861,4.760014,0,116,0,132,-274,19908,0,112,0,132,0,104,0,112
4.182501,4.770014,0,116,0,136,-301,19904,0,108,0,136,0,104,0,112
4.190887,4.780015,0,112,0,136,-303,19908,0,112,0,132,0,104,0,112
4.199662,4.790015,0,116,0,136,-299,19908,0,112,0,136,0,104,0,112
4.208332,4.800015,0,116,0,136,-299,19904,0,112,0,132,0,104,0,112
4.216963,4.810015,0,116,0,136,-300,19908,0,112,0,132,0,104,0,112
4.225423,4.820015,0,116,0,136,-293,19904,0,112,0,132,0,100,0,112
4.233699,4.830016,0,116,0,136,-286,19908,0,112,0,132,0,104,0,112
4.242120,4.840016,0,116,0,136,-273,19908,0,112,0,136,0,104,0,112
4.250225,4.850016,0,116,0,136,-281,19908,0,112,0,132,0,104,0,112
4.259521,4.860016,0,116,0,132,-288,19908,0,112,0,132,0,100,0,112
4.268858,4.870017,0,116,0,136,-294,19908,0,112,0,132,0,104,0,112
4.279997,4.880017,0,112,0,136,-289,19908,0,112,0,136,0,100,0,108
4.288346,4.890017,0,116,0,132,-295,19904,0,112,0,132,0,100,0,116
4.297183,4.900017,0,116,0,136,-281,19908,0,112,0,132,0,100,0,116
4.306264,4.910017,0,112,0,136,-293,19908,0,112,0,136,0,100,0,112
4.314924,4.920018,0,116,0,136,-308,19904,0,112,0,132,0,104,0,116
4.323277,4.930018,0,116,0,136,-290,19912,0,112,0,132,0,104,0,116
4.331755,4.940018,0,116,0,136,-340,19904,0,108,0,132,0,104,0,112
4.340188,4.950018,0,116,0,136,-288,19908,0,108,0,132,0,104,0,112
4.348905,4.960019,0,116,0,136,-359,19900,0,112,0,132,0,104,0,112
4.357482,4.970019,0,116,0,136,-313,19908,0,112,0,132,0,104,0,112
4.366154,4.980019,0,112,0,136,-295,19908,0,112,0,132,0,104,0,112
4.374716,4.990019,0,116,0,136,-289,19908,0,108,0,132,0,100,0,112
